store_id,store_name,store_city,store_location,product_id,product_name,product_category,product_cost,product_price,has_inventory_record,stock_on_hand,units_30d,units_60d,units_90d,revenue_90d,gross_profit_90d,inventory_status,days_cover_90d,inventory_cost_value,inventory_retail_value
34,Maven Toys Villahermosa 1,Villahermosa,Downtown,3,Barrel O' Slime,Art & Crafts,1.99,3.99,1,17,96,174,228,909.72,456.0,Critical cover under 7 days,6.7,33.83,67.83
18,Maven Toys Merida 1,Merida,Downtown,26,PlayDoh Playset,Art & Crafts,20.99,24.99,1,2,0,17,36,899.64,144.0,Critical cover under 7 days,5.0,41.98,49.98
5,Maven Toys La Paz 1,La Paz,Downtown,3,Barrel O' Slime,Art & Crafts,1.99,3.99,1,3,102,155,223,889.77,446.0,Critical cover under 7 days,1.2,5.97,11.97
41,Maven Toys Hermosillo 2,Hermosillo,Downtown,15,Hot Wheels 5-Pack,Toys,3.99,5.99,1,6,59,97,143,856.57,286.0,Critical cover under 7 days,3.8,23.94,35.94
37,Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,14,Glass Marbles,Games,5.99,10.99,1,5,26,40,77,846.23,385.0,Critical cover under 7 days,5.8,29.95,54.95
29,Maven Toys Xalapa 1,Xalapa,Commercial,31,Splash Balls,Sports & Outdoors,7.99,8.99,1,3,0,33,94,845.06,94.0,Critical cover under 7 days,2.9,23.97,26.97
10,Maven Toys Campeche 1,Campeche,Downtown,3,Barrel O' Slime,Art & Crafts,1.99,3.99,1,15,14,89,210,837.9,420.0,Critical cover under 7 days,6.4,29.85,59.85
36,Maven Toys Morelia 1,Morelia,Downtown,31,Splash Balls,Sports & Outdoors,7.99,8.99,1,6,27,55,93,836.07,93.0,Critical cover under 7 days,5.8,47.94,53.94
37,Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,28,Playfoam,Art & Crafts,3.99,10.99,1,4,49,76,76,835.24,532.0,Critical cover under 7 days,4.7,15.96,43.96
40,Maven Toys Toluca 2,Toluca,Commercial,7,Dart Gun,Sports & Outdoors,11.99,15.99,1,4,0,26,52,831.48,208.0,Critical cover under 7 days,6.9,47.96,63.96
48,Maven Toys Saltillo 2,Saltillo,Commercial,1,Action Figure,Toys,9.99,15.99,1,3,18,29,52,831.48,312.0,Critical cover under 7 days,5.2,29.97,47.97
36,Maven Toys Morelia 1,Morelia,Downtown,15,Hot Wheels 5-Pack,Toys,3.99,5.99,1,2,31,114,138,826.62,276.0,Critical cover under 7 days,1.3,7.98,11.98
19,Maven Toys Puebla 1,Puebla,Commercial,25,PlayDoh Can,Art & Crafts,1.99,2.99,1,18,109,208,272,813.28,272.0,Critical cover under 7 days,6.0,35.82,53.82
35,Maven Toys Chilpancingo 1,Chilpancingo,Downtown,3,Barrel O' Slime,Art & Crafts,1.99,3.99,1,12,54,82,203,809.97,406.0,Critical cover under 7 days,5.3,23.88,47.88
10,Maven Toys Campeche 1,Campeche,Downtown,14,Glass Marbles,Games,5.99,10.99,1,4,11,13,73,802.27,365.0,Critical cover under 7 days,4.9,23.96,43.96
39,Maven Toys Xalapa 2,Xalapa,Downtown,12,Foam Disk Launcher,Sports & Outdoors,8.99,11.99,1,3,22,35,66,791.34,198.0,Critical cover under 7 days,4.1,26.97,35.97
46,Maven Toys Guadalajara 4,Guadalajara,Downtown,28,Playfoam,Art & Crafts,3.99,10.99,1,1,64,72,72,791.28,504.0,Critical cover under 7 days,1.3,3.99,10.99
32,Maven Toys Hermosillo 1,Hermosillo,Residential,31,Splash Balls,Sports & Outdoors,7.99,8.99,1,4,45,51,86,773.14,86.0,Critical cover under 7 days,4.2,31.96,35.96
20,Maven Toys Zacatecas 1,Zacatecas,Downtown,28,Playfoam,Art & Crafts,3.99,10.99,1,3,50,68,68,747.32,476.0,Critical cover under 7 days,4.0,11.97,32.97
1,Maven Toys Guadalajara 1,Guadalajara,Residential,23,Mr. Potatohead,Toys,4.99,9.99,1,1,17,51,73,729.27,365.0,Critical cover under 7 days,1.2,4.99,9.99
23,Maven Toys Chihuahua 1,Chihuahua,Commercial,3,Barrel O' Slime,Art & Crafts,1.99,3.99,1,5,98,125,181,722.19,362.0,Critical cover under 7 days,2.5,9.95,19.95
48,Maven Toys Saltillo 2,Saltillo,Commercial,22,Monopoly,Games,13.99,19.99,1,2,25,35,35,699.65,210.0,Critical cover under 7 days,5.1,27.98,39.98
47,Maven Toys Monterrey 4,Monterrey,Commercial,25,PlayDoh Can,Art & Crafts,1.99,2.99,1,14,78,182,226,675.74,226.0,Critical cover under 7 days,5.6,27.86,41.86
48,Maven Toys Saltillo 2,Saltillo,Commercial,26,PlayDoh Playset,Art & Crafts,20.99,24.99,1,2,14,27,27,674.73,108.0,Critical cover under 7 days,6.7,41.98,49.98
13,Maven Toys Mexicali 2,Mexicali,Downtown,33,Teddy Bear,Toys,10.99,12.99,1,3,8,33,51,662.49,102.0,Critical cover under 7 days,5.3,32.97,38.97
43,Maven Toys Durango 1,Durango,Downtown,12,Foam Disk Launcher,Sports & Outdoors,8.99,11.99,1,3,18,18,55,659.45,165.0,Critical cover under 7 days,4.9,26.97,35.97
26,Maven Toys Campeche 2,Campeche,Commercial,23,Mr. Potatohead,Toys,4.99,9.99,1,4,26,63,66,659.34,330.0,Critical cover under 7 days,5.5,19.96,39.96
14,Maven Toys Guanajuato 1,Guanajuato,Downtown,12,Foam Disk Launcher,Sports & Outdoors,8.99,11.99,1,2,28,51,54,647.46,162.0,Critical cover under 7 days,3.3,17.98,23.98
28,Maven Toys Puebla 2,Puebla,Downtown,32,Supersoaker Water Gun,Sports & Outdoors,11.99,14.99,1,3,10,10,43,644.57,129.0,Critical cover under 7 days,6.3,35.97,44.97
36,Maven Toys Morelia 1,Morelia,Downtown,5,Classic Dominoes,Games,7.99,9.99,1,3,19,58,64,639.36,128.0,Critical cover under 7 days,4.2,23.97,29.97
43,Maven Toys Durango 1,Durango,Downtown,9,Dino Egg,Toys,9.99,10.99,1,4,33,38,58,637.42,58.0,Critical cover under 7 days,6.2,39.96,43.96
1,Maven Toys Guadalajara 1,Guadalajara,Residential,12,Foam Disk Launcher,Sports & Outdoors,8.99,11.99,1,3,22,28,52,623.48,156.0,Critical cover under 7 days,5.2,26.97,35.97
31,Maven Toys Ciudad de Mexico 2,Cuidad de Mexico,Airport,15,Hot Wheels 5-Pack,Toys,3.99,5.99,1,4,18,73,101,604.99,202.0,Critical cover under 7 days,3.6,15.96,23.96
40,Maven Toys Toluca 2,Toluca,Commercial,3,Barrel O' Slime,Art & Crafts,1.99,3.99,1,9,73,81,148,590.52,296.0,Critical cover under 7 days,5.5,17.91,35.91
27,Maven Toys Oaxaca 1,Oaxaca,Downtown,21,Mini Ping Pong Set,Sports & Outdoors,6.99,9.99,1,2,17,44,57,569.43,171.0,Critical cover under 7 days,3.2,13.98,19.98
33,Maven Toys Monterrey 3,Monterrey,Airport,27,PlayDoh Toolkit,Art & Crafts,3.99,4.99,1,6,53,90,114,568.86,114.0,Critical cover under 7 days,4.7,23.94,29.94
36,Maven Toys Morelia 1,Morelia,Downtown,11,Etch A Sketch,Art & Crafts,10.99,20.99,1,1,14,14,27,566.73,270.0,Critical cover under 7 days,3.3,10.99,20.99
40,Maven Toys Toluca 2,Toluca,Commercial,15,Hot Wheels 5-Pack,Toys,3.99,5.99,1,1,16,20,92,551.08,184.0,Critical cover under 7 days,1.0,3.99,5.99
46,Maven Toys Guadalajara 4,Guadalajara,Downtown,15,Hot Wheels 5-Pack,Toys,3.99,5.99,1,6,48,61,92,551.08,184.0,Critical cover under 7 days,5.9,23.94,35.94
1,Maven Toys Guadalajara 1,Guadalajara,Residential,22,Monopoly,Games,13.99,19.99,1,2,9,27,27,539.73,162.0,Critical cover under 7 days,6.7,27.98,39.98
26,Maven Toys Campeche 2,Campeche,Commercial,31,Splash Balls,Sports & Outdoors,7.99,8.99,1,4,7,35,59,530.41,59.0,Critical cover under 7 days,6.1,31.96,35.96
2,Maven Toys Monterrey 1,Monterrey,Residential,28,Playfoam,Art & Crafts,3.99,10.99,1,2,39,48,48,527.52,336.0,Critical cover under 7 days,3.8,7.98,21.98
9,Maven Toys Ciudad de Mexico 1,Cuidad de Mexico,Downtown,5,Classic Dominoes,Games,7.99,9.99,1,3,25,25,51,509.49,102.0,Critical cover under 7 days,5.3,23.97,29.97
44,Maven Toys Puebla 3,Puebla,Residential,15,Hot Wheels 5-Pack,Toys,3.99,5.99,1,4,47,80,85,509.15,170.0,Critical cover under 7 days,4.2,15.96,23.96
30,Maven Toys Guadalajara 3,Guadalajara,Airport,28,Playfoam,Art & Crafts,3.99,10.99,1,3,46,46,46,505.54,322.0,Critical cover under 7 days,5.9,11.97,32.97
18,Maven Toys Merida 1,Merida,Downtown,15,Hot Wheels 5-Pack,Toys,3.99,5.99,1,5,45,57,84,503.16,168.0,Critical cover under 7 days,5.4,19.95,29.95
26,Maven Toys Campeche 2,Campeche,Commercial,32,Supersoaker Water Gun,Sports & Outdoors,11.99,14.99,1,2,0,0,33,494.67,99.0,Critical cover under 7 days,5.5,23.98,29.98
2,Maven Toys Monterrey 1,Monterrey,Residential,12,Foam Disk Launcher,Sports & Outdoors,8.99,11.99,1,2,31,31,41,491.59,123.0,Critical cover under 7 days,4.4,17.98,23.98
3,Maven Toys Guadalajara 2,Guadalajara,Commercial,17,Kids Makeup Kit,Art & Crafts,13.99,19.99,1,1,0,14,24,479.76,144.0,Critical cover under 7 days,3.8,13.99,19.99
47,Maven Toys Monterrey 4,Monterrey,Commercial,15,Hot Wheels 5-Pack,Toys,3.99,5.99,1,3,35,59,80,479.2,160.0,Critical cover under 7 days,3.4,11.97,17.97
8,Maven Toys Pachuca 1,Pachuca,Downtown,3,Barrel O' Slime,Art & Crafts,1.99,3.99,1,8,68,84,113,450.87,226.0,Critical cover under 7 days,6.4,15.92,31.92
48,Maven Toys Saltillo 2,Saltillo,Commercial,15,Hot Wheels 5-Pack,Toys,3.99,5.99,1,3,56,72,72,431.28,144.0,Critical cover under 7 days,3.8,11.97,17.97
37,Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,15,Hot Wheels 5-Pack,Toys,3.99,5.99,1,4,22,32,71,425.29,142.0,Critical cover under 7 days,5.1,15.96,23.96
40,Maven Toys Toluca 2,Toluca,Commercial,12,Foam Disk Launcher,Sports & Outdoors,8.99,11.99,1,2,0,7,35,419.65,105.0,Critical cover under 7 days,5.1,17.98,23.98
16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,23,Mr. Potatohead,Toys,4.99,9.99,1,2,20,27,39,389.61,195.0,Critical cover under 7 days,4.6,9.98,19.98
43,Maven Toys Durango 1,Durango,Downtown,23,Mr. Potatohead,Toys,4.99,9.99,1,2,2,20,38,379.62,190.0,Critical cover under 7 days,4.7,9.98,19.98
15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,28,Playfoam,Art & Crafts,3.99,10.99,1,2,23,33,33,362.67,231.0,Critical cover under 7 days,5.5,7.98,21.98
36,Maven Toys Morelia 1,Morelia,Downtown,12,Foam Disk Launcher,Sports & Outdoors,8.99,11.99,1,1,4,4,28,335.72,84.0,Critical cover under 7 days,3.2,8.99,11.99
6,Maven Toys Mexicali 1,Mexicali,Commercial,12,Foam Disk Launcher,Sports & Outdoors,8.99,11.99,1,2,0,7,27,323.73,81.0,Critical cover under 7 days,6.7,17.98,23.98
48,Maven Toys Saltillo 2,Saltillo,Commercial,12,Foam Disk Launcher,Sports & Outdoors,8.99,11.99,1,1,2,27,27,323.73,81.0,Critical cover under 7 days,3.3,8.99,11.99
16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,15,Hot Wheels 5-Pack,Toys,3.99,5.99,1,1,0,16,48,287.52,96.0,Critical cover under 7 days,1.9,3.99,5.99
29,Maven Toys Xalapa 1,Xalapa,Commercial,28,Playfoam,Art & Crafts,3.99,10.99,1,1,16,26,26,285.74,182.0,Critical cover under 7 days,3.5,3.99,10.99
42,Maven Toys Hermosillo 3,Hermosillo,Commercial,15,Hot Wheels 5-Pack,Toys,3.99,5.99,1,3,4,20,47,281.53,94.0,Critical cover under 7 days,5.7,11.97,17.97
15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,15,Hot Wheels 5-Pack,Toys,3.99,5.99,1,2,20,28,46,275.54,92.0,Critical cover under 7 days,3.9,7.98,11.98
49,Maven Toys Culiacan 1,Culiacan,Downtown,16,Jenga,Games,2.99,9.99,1,1,12,26,26,259.74,182.0,Critical cover under 7 days,3.5,2.99,9.99
48,Maven Toys Saltillo 2,Saltillo,Commercial,23,Mr. Potatohead,Toys,4.99,9.99,1,1,5,9,20,199.8,100.0,Critical cover under 7 days,4.5,4.99,9.99
1,Maven Toys Guadalajara 1,Guadalajara,Residential,15,Hot Wheels 5-Pack,Toys,3.99,5.99,1,2,15,15,26,155.74,52.0,Critical cover under 7 days,6.9,7.98,11.98
10,Maven Toys Campeche 1,Campeche,Downtown,16,Jenga,Games,2.99,9.99,1,1,0,0,15,149.85,105.0,Critical cover under 7 days,6.0,2.99,9.99
25,Maven Toys Ciudad Victoria 1,Ciudad Victoria,Downtown,18,Lego Bricks,Toys,34.99,39.99,1,34,54,149,317,12676.83,1585.0,Low cover 7-13 days,9.7,1189.66,1359.66
7,Maven Toys Monterrey 2,Monterrey,Downtown,18,Lego Bricks,Toys,34.99,39.99,1,31,98,175,263,10517.37,1315.0,Low cover 7-13 days,10.6,1084.69,1239.69
42,Maven Toys Hermosillo 3,Hermosillo,Commercial,18,Lego Bricks,Toys,34.99,39.99,1,21,41,98,259,10357.41,1295.0,Low cover 7-13 days,7.3,734.79,839.79
17,Maven Toys Toluca 1,Toluca,Downtown,18,Lego Bricks,Toys,34.99,39.99,1,27,75,163,219,8757.81,1095.0,Low cover 7-13 days,11.1,944.73,1079.73
17,Maven Toys Toluca 1,Toluca,Downtown,19,Magic Sand,Art & Crafts,13.99,15.99,1,53,126,260,507,8106.93,1014.0,Low cover 7-13 days,9.4,741.47,847.47
21,Maven Toys Santiago 1,Santiago,Downtown,19,Magic Sand,Art & Crafts,13.99,15.99,1,49,143,328,505,8074.95,1010.0,Low cover 7-13 days,8.7,685.51,783.51
4,Maven Toys Saltillo 1,Saltillo,Downtown,18,Lego Bricks,Toys,34.99,39.99,1,17,54,110,199,7958.01,995.0,Low cover 7-13 days,7.7,594.83,679.83
18,Maven Toys Merida 1,Merida,Downtown,18,Lego Bricks,Toys,34.99,39.99,1,29,64,126,196,7838.04,980.0,Low cover 7-13 days,13.3,1014.71,1159.71
29,Maven Toys Xalapa 1,Xalapa,Commercial,18,Lego Bricks,Toys,34.99,39.99,1,26,25,92,191,7638.09,955.0,Low cover 7-13 days,12.3,909.74,1039.74
39,Maven Toys Xalapa 2,Xalapa,Downtown,18,Lego Bricks,Toys,34.99,39.99,1,22,34,74,174,6958.26,870.0,Low cover 7-13 days,11.4,769.78,879.78
10,Maven Toys Campeche 1,Campeche,Downtown,18,Lego Bricks,Toys,34.99,39.99,1,17,0,33,168,6718.32,840.0,Low cover 7-13 days,9.1,594.83,679.83
22,Maven Toys Guanajuato 2,Guanajuato,Commercial,18,Lego Bricks,Toys,34.99,39.99,1,13,31,89,166,6638.34,830.0,Low cover 7-13 days,7.0,454.87,519.87
46,Maven Toys Guadalajara 4,Guadalajara,Downtown,6,Colorbuds,Electronics,6.99,14.99,1,65,134,241,438,6565.62,3504.0,Low cover 7-13 days,13.4,454.35,974.35
27,Maven Toys Oaxaca 1,Oaxaca,Downtown,18,Lego Bricks,Toys,34.99,39.99,1,18,61,116,162,6478.38,810.0,Low cover 7-13 days,10.0,629.82,719.82
19,Maven Toys Puebla 1,Puebla,Commercial,18,Lego Bricks,Toys,34.99,39.99,1,19,49,118,159,6358.41,795.0,Low cover 7-13 days,10.8,664.81,759.81
12,Maven Toys Chetumal 1,Chetumal,Downtown,18,Lego Bricks,Toys,34.99,39.99,1,20,70,132,157,6278.43,785.0,Low cover 7-13 days,11.5,699.8,799.8
31,Maven Toys Ciudad de Mexico 2,Cuidad de Mexico,Airport,24,Nerf Gun,Sports & Outdoors,14.99,19.99,1,29,96,157,309,6176.91,1545.0,Low cover 7-13 days,8.4,434.71,579.71
9,Maven Toys Ciudad de Mexico 1,Cuidad de Mexico,Downtown,19,Magic Sand,Art & Crafts,13.99,15.99,1,54,104,190,379,6060.21,758.0,Low cover 7-13 days,12.8,755.46,863.46
12,Maven Toys Chetumal 1,Chetumal,Downtown,19,Magic Sand,Art & Crafts,13.99,15.99,1,52,85,235,367,5868.33,734.0,Low cover 7-13 days,12.8,727.48,831.48
30,Maven Toys Guadalajara 3,Guadalajara,Airport,9,Dino Egg,Toys,9.99,10.99,1,59,85,339,514,5648.86,514.0,Low cover 7-13 days,10.3,589.41,648.41
35,Maven Toys Chilpancingo 1,Chilpancingo,Downtown,19,Magic Sand,Art & Crafts,13.99,15.99,1,44,68,160,350,5596.5,700.0,Low cover 7-13 days,11.3,615.56,703.56
4,Maven Toys Saltillo 1,Saltillo,Downtown,6,Colorbuds,Electronics,6.99,14.99,1,44,101,270,372,5576.28,2976.0,Low cover 7-13 days,10.6,307.56,659.56
24,Maven Toys Aguascalientes 1,Aguascalientes,Downtown,18,Lego Bricks,Toys,34.99,39.99,1,20,49,82,137,5478.63,685.0,Low cover 7-13 days,13.1,699.8,799.8
49,Maven Toys Culiacan 1,Culiacan,Downtown,19,Magic Sand,Art & Crafts,13.99,15.99,1,48,72,115,340,5436.6,680.0,Low cover 7-13 days,12.7,671.52,767.52
42,Maven Toys Hermosillo 3,Hermosillo,Commercial,19,Magic Sand,Art & Crafts,13.99,15.99,1,44,94,210,337,5388.63,674.0,Low cover 7-13 days,11.8,615.56,703.56
35,Maven Toys Chilpancingo 1,Chilpancingo,Downtown,18,Lego Bricks,Toys,34.99,39.99,1,11,48,116,133,5318.67,665.0,Low cover 7-13 days,7.4,384.89,439.89
38,Maven Toys Chihuahua 2,Chihuahua,Downtown,21,Mini Ping Pong Set,Sports & Outdoors,6.99,9.99,1,63,118,321,461,4605.39,1383.0,Low cover 7-13 days,12.3,440.37,629.37
47,Maven Toys Monterrey 4,Monterrey,Commercial,31,Splash Balls,Sports & Outdoors,7.99,8.99,1,48,153,339,504,4530.96,504.0,Low cover 7-13 days,8.6,383.52,431.52
37,Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,21,Mini Ping Pong Set,Sports & Outdoors,6.99,9.99,1,53,196,304,438,4375.62,1314.0,Low cover 7-13 days,10.9,370.47,529.47
48,Maven Toys Saltillo 2,Saltillo,Commercial,18,Lego Bricks,Toys,34.99,39.99,1,10,25,62,109,4358.91,545.0,Low cover 7-13 days,8.3,349.9,399.9
50,Maven Toys Guanajuato 3,Guanajuato,Residential,19,Magic Sand,Art & Crafts,13.99,15.99,1,40,58,133,267,4269.33,534.0,Low cover 7-13 days,13.5,559.6,639.6
6,Maven Toys Mexicali 1,Mexicali,Commercial,19,Magic Sand,Art & Crafts,13.99,15.99,1,39,85,135,265,4237.35,530.0,Low cover 7-13 days,13.2,545.61,623.61
29,Maven Toys Xalapa 1,Xalapa,Commercial,30,Rubik's Cube,Games,17.99,19.99,1,32,32,159,207,4137.93,414.0,Low cover 7-13 days,13.9,575.68,639.68
16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,19,Magic Sand,Art & Crafts,13.99,15.99,1,29,90,203,257,4109.43,514.0,Low cover 7-13 days,10.2,405.71,463.71
19,Maven Toys Puebla 1,Puebla,Commercial,19,Magic Sand,Art & Crafts,13.99,15.99,1,37,79,155,244,3901.56,488.0,Low cover 7-13 days,13.6,517.63,591.63
37,Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,1,Action Figure,Toys,9.99,15.99,1,23,60,172,244,3901.56,1464.0,Low cover 7-13 days,8.5,229.77,367.77
3,Maven Toys Guadalajara 2,Guadalajara,Commercial,19,Magic Sand,Art & Crafts,13.99,15.99,1,33,147,161,243,3885.57,486.0,Low cover 7-13 days,12.2,461.67,527.67
31,Maven Toys Ciudad de Mexico 2,Cuidad de Mexico,Airport,31,Splash Balls,Sports & Outdoors,7.99,8.99,1,39,100,193,427,3838.73,427.0,Low cover 7-13 days,8.2,311.61,350.61
31,Maven Toys Ciudad de Mexico 2,Cuidad de Mexico,Airport,8,Deck Of Cards,Games,3.99,6.99,1,84,100,367,545,3809.55,1635.0,Low cover 7-13 days,13.9,335.16,587.16
32,Maven Toys Hermosillo 1,Hermosillo,Residential,19,Magic Sand,Art & Crafts,13.99,15.99,1,35,121,182,230,3677.7,460.0,Low cover 7-13 days,13.7,489.65,559.65
13,Maven Toys Mexicali 2,Mexicali,Downtown,30,Rubik's Cube,Games,17.99,19.99,1,17,82,111,183,3658.17,366.0,Low cover 7-13 days,8.4,305.83,339.83
29,Maven Toys Xalapa 1,Xalapa,Commercial,24,Nerf Gun,Sports & Outdoors,14.99,19.99,1,14,65,94,175,3498.25,875.0,Low cover 7-13 days,7.2,209.86,279.86
25,Maven Toys Ciudad Victoria 1,Ciudad Victoria,Downtown,19,Magic Sand,Art & Crafts,13.99,15.99,1,28,123,153,218,3485.82,436.0,Low cover 7-13 days,11.6,391.72,447.72
35,Maven Toys Chilpancingo 1,Chilpancingo,Downtown,6,Colorbuds,Electronics,6.99,14.99,1,31,69,162,231,3462.69,1848.0,Low cover 7-13 days,12.1,216.69,464.69
14,Maven Toys Guanajuato 1,Guanajuato,Downtown,6,Colorbuds,Electronics,6.99,14.99,1,18,26,119,228,3417.72,1824.0,Low cover 7-13 days,7.1,125.82,269.82
6,Maven Toys Mexicali 1,Mexicali,Commercial,6,Colorbuds,Electronics,6.99,14.99,1,32,65,133,222,3327.78,1776.0,Low cover 7-13 days,13.0,223.68,479.68
12,Maven Toys Chetumal 1,Chetumal,Downtown,6,Colorbuds,Electronics,6.99,14.99,1,23,66,82,218,3267.82,1744.0,Low cover 7-13 days,9.5,160.77,344.77
43,Maven Toys Durango 1,Durango,Downtown,6,Colorbuds,Electronics,6.99,14.99,1,18,42,106,218,3267.82,1744.0,Low cover 7-13 days,7.4,125.82,269.82
43,Maven Toys Durango 1,Durango,Downtown,24,Nerf Gun,Sports & Outdoors,14.99,19.99,1,16,75,107,163,3258.37,815.0,Low cover 7-13 days,8.8,239.84,319.84
47,Maven Toys Monterrey 4,Monterrey,Commercial,10,Dinosaur Figures,Toys,10.99,14.99,1,20,137,183,217,3252.83,868.0,Low cover 7-13 days,8.3,219.8,299.8
5,Maven Toys La Paz 1,La Paz,Downtown,19,Magic Sand,Art & Crafts,13.99,15.99,1,18,57,172,203,3245.97,406.0,Low cover 7-13 days,8.0,251.82,287.82
30,Maven Toys Guadalajara 3,Guadalajara,Airport,24,Nerf Gun,Sports & Outdoors,14.99,19.99,1,23,19,76,157,3138.43,785.0,Low cover 7-13 days,13.2,344.77,459.77
17,Maven Toys Toluca 1,Toluca,Downtown,30,Rubik's Cube,Games,17.99,19.99,1,22,56,123,155,3098.45,310.0,Low cover 7-13 days,12.8,395.78,439.78
40,Maven Toys Toluca 2,Toluca,Commercial,17,Kids Makeup Kit,Art & Crafts,13.99,19.99,1,19,7,34,151,3018.49,906.0,Low cover 7-13 days,11.3,265.81,379.81
32,Maven Toys Hermosillo 1,Hermosillo,Residential,1,Action Figure,Toys,9.99,15.99,1,25,62,161,188,3006.12,1128.0,Low cover 7-13 days,12.0,249.75,399.75
6,Maven Toys Mexicali 1,Mexicali,Commercial,24,Nerf Gun,Sports & Outdoors,14.99,19.99,1,15,70,108,150,2998.5,750.0,Low cover 7-13 days,9.0,224.85,299.85
10,Maven Toys Campeche 1,Campeche,Downtown,24,Nerf Gun,Sports & Outdoors,14.99,19.99,1,20,0,66,149,2978.51,745.0,Low cover 7-13 days,12.1,299.8,399.8
20,Maven Toys Zacatecas 1,Zacatecas,Downtown,30,Rubik's Cube,Games,17.99,19.99,1,17,29,105,148,2958.52,296.0,Low cover 7-13 days,10.3,305.83,339.83
41,Maven Toys Hermosillo 2,Hermosillo,Downtown,7,Dart Gun,Sports & Outdoors,11.99,15.99,1,14,22,122,178,2846.22,712.0,Low cover 7-13 days,7.1,167.86,223.86
1,Maven Toys Guadalajara 1,Guadalajara,Residential,18,Lego Bricks,Toys,34.99,39.99,1,11,21,43,71,2839.29,355.0,Low cover 7-13 days,13.9,384.89,439.89
31,Maven Toys Ciudad de Mexico 2,Cuidad de Mexico,Airport,13,Gamer Headphones,Electronics,14.99,20.99,1,19,51,79,135,2833.65,810.0,Low cover 7-13 days,12.7,284.81,398.81
18,Maven Toys Merida 1,Merida,Downtown,19,Magic Sand,Art & Crafts,13.99,15.99,1,15,79,89,174,2782.26,348.0,Low cover 7-13 days,7.8,209.85,239.85
36,Maven Toys Morelia 1,Morelia,Downtown,13,Gamer Headphones,Electronics,14.99,20.99,1,18,50,77,131,2749.69,786.0,Low cover 7-13 days,12.4,269.82,377.82
45,Maven Toys Ciudad de Mexico 4,Cuidad de Mexico,Commercial,2,Animal Figures,Toys,9.99,12.99,1,23,53,88,210,2727.9,630.0,Low cover 7-13 days,9.9,229.77,298.77
26,Maven Toys Campeche 2,Campeche,Commercial,18,Lego Bricks,Toys,34.99,39.99,1,7,24,35,68,2719.32,340.0,Low cover 7-13 days,9.3,244.93,279.93
42,Maven Toys Hermosillo 3,Hermosillo,Commercial,8,Deck Of Cards,Games,3.99,6.99,1,54,182,264,389,2719.11,1167.0,Low cover 7-13 days,12.5,215.46,377.46
30,Maven Toys Guadalajara 3,Guadalajara,Airport,17,Kids Makeup Kit,Art & Crafts,13.99,19.99,1,13,11,35,136,2718.64,816.0,Low cover 7-13 days,8.6,181.87,259.87
9,Maven Toys Ciudad de Mexico 1,Cuidad de Mexico,Downtown,1,Action Figure,Toys,9.99,15.99,1,15,86,119,168,2686.32,1008.0,Low cover 7-13 days,8.0,149.85,239.85
38,Maven Toys Chihuahua 2,Chihuahua,Downtown,18,Lego Bricks,Toys,34.99,39.99,1,10,9,9,67,2679.33,335.0,Low cover 7-13 days,13.4,349.9,399.9
7,Maven Toys Monterrey 2,Monterrey,Downtown,1,Action Figure,Toys,9.99,15.99,1,14,64,118,166,2654.34,996.0,Low cover 7-13 days,7.6,139.86,223.86
39,Maven Toys Xalapa 2,Xalapa,Downtown,30,Rubik's Cube,Games,17.99,19.99,1,19,48,100,132,2638.68,264.0,Low cover 7-13 days,13.0,341.81,379.81
3,Maven Toys Guadalajara 2,Guadalajara,Commercial,6,Colorbuds,Electronics,6.99,14.99,1,21,42,97,175,2623.25,1400.0,Low cover 7-13 days,10.8,146.79,314.79
9,Maven Toys Ciudad de Mexico 1,Cuidad de Mexico,Downtown,30,Rubik's Cube,Games,17.99,19.99,1,11,62,68,131,2618.69,262.0,Low cover 7-13 days,7.6,197.89,219.89
31,Maven Toys Ciudad de Mexico 2,Cuidad de Mexico,Airport,25,PlayDoh Can,Art & Crafts,1.99,2.99,1,94,225,566,871,2604.29,871.0,Low cover 7-13 days,9.7,187.06,281.06
42,Maven Toys Hermosillo 3,Hermosillo,Commercial,9,Dino Egg,Toys,9.99,10.99,1,30,29,64,228,2505.72,228.0,Low cover 7-13 days,11.8,299.7,329.7
18,Maven Toys Merida 1,Merida,Downtown,17,Kids Makeup Kit,Art & Crafts,13.99,19.99,1,19,50,80,123,2458.77,738.0,Low cover 7-13 days,13.9,265.81,379.81
18,Maven Toys Merida 1,Merida,Downtown,6,Colorbuds,Electronics,6.99,14.99,1,22,41,76,164,2458.36,1312.0,Low cover 7-13 days,12.1,153.78,329.78
17,Maven Toys Toluca 1,Toluca,Downtown,13,Gamer Headphones,Electronics,14.99,20.99,1,16,76,92,116,2434.84,696.0,Low cover 7-13 days,12.4,239.84,335.84
