year_month,month_start,year,quarter,month_number,month_name,store_id,store_name,store_city,store_location,product_id,product_name,product_category,transactions,units_sold,revenue,cogs,gross_profit
2022-01,2022-01-21,2022,1,1,January,23,Maven Toys Chihuahua 1,Chihuahua,Commercial,30,Rubik's Cube,Games,5,8,159.92,143.92,16.0
2022-01,2022-01-04,2022,1,1,January,23,Maven Toys Chihuahua 1,Chihuahua,Commercial,31,Splash Balls,Sports & Outdoors,10,10,89.9,79.9,10.0
2022-01,2022-01-05,2022,1,1,January,23,Maven Toys Chihuahua 1,Chihuahua,Commercial,34,Toy Robot,Electronics,30,30,779.7,629.7,150.0
2022-01,2022-01-05,2022,1,1,January,24,Maven Toys Aguascalientes 1,Aguascalientes,Downtown,1,Action Figure,Toys,45,45,719.55,449.55,270.0
2022-01,2022-01-02,2022,1,1,January,24,Maven Toys Aguascalientes 1,Aguascalientes,Downtown,2,Animal Figures,Toys,5,5,64.95,49.95,15.0
2022-01,2022-01-08,2022,1,1,January,24,Maven Toys Aguascalientes 1,Aguascalientes,Downtown,3,Barrel O' Slime,Art & Crafts,12,12,47.88,23.88,24.0
2022-01,2022-01-01,2022,1,1,January,24,Maven Toys Aguascalientes 1,Aguascalientes,Downtown,4,Chutes & Ladders,Games,14,14,181.86,139.86,42.0
2022-01,2022-01-04,2022,1,1,January,24,Maven Toys Aguascalientes 1,Aguascalientes,Downtown,6,Colorbuds,Electronics,115,159,2383.41,1111.41,1272.0
2022-01,2022-01-21,2022,1,1,January,24,Maven Toys Aguascalientes 1,Aguascalientes,Downtown,7,Dart Gun,Sports & Outdoors,22,22,351.78,263.78,88.0
2022-01,2022-01-02,2022,1,1,January,24,Maven Toys Aguascalientes 1,Aguascalientes,Downtown,8,Deck Of Cards,Games,182,208,1453.92,829.92,624.0
2022-01,2022-01-02,2022,1,1,January,24,Maven Toys Aguascalientes 1,Aguascalientes,Downtown,9,Dino Egg,Toys,77,99,1088.01,989.01,99.0
2022-01,2022-01-22,2022,1,1,January,24,Maven Toys Aguascalientes 1,Aguascalientes,Downtown,10,Dinosaur Figures,Toys,36,36,539.64,395.64,144.0
2022-01,2022-01-31,2022,1,1,January,24,Maven Toys Aguascalientes 1,Aguascalientes,Downtown,14,Glass Marbles,Games,27,91,1000.09,545.09,455.0
2022-01,2022-01-17,2022,1,1,January,24,Maven Toys Aguascalientes 1,Aguascalientes,Downtown,18,Lego Bricks,Toys,8,8,319.92,279.92,40.0
2022-01,2022-01-11,2022,1,1,January,24,Maven Toys Aguascalientes 1,Aguascalientes,Downtown,20,Mini Basketball Hoop,Sports & Outdoors,2,2,49.98,17.98,32.0
2022-01,2022-01-07,2022,1,1,January,24,Maven Toys Aguascalientes 1,Aguascalientes,Downtown,21,Mini Ping Pong Set,Sports & Outdoors,20,51,509.49,356.49,153.0
2022-01,2022-01-11,2022,1,1,January,24,Maven Toys Aguascalientes 1,Aguascalientes,Downtown,22,Monopoly,Games,15,15,299.85,209.85,90.0
2022-01,2022-01-14,2022,1,1,January,24,Maven Toys Aguascalientes 1,Aguascalientes,Downtown,24,Nerf Gun,Sports & Outdoors,15,15,299.85,224.85,75.0
2022-01,2022-01-09,2022,1,1,January,24,Maven Toys Aguascalientes 1,Aguascalientes,Downtown,30,Rubik's Cube,Games,56,58,1159.42,1043.42,116.0
2022-01,2022-01-01,2022,1,1,January,24,Maven Toys Aguascalientes 1,Aguascalientes,Downtown,31,Splash Balls,Sports & Outdoors,69,69,620.31,551.31,69.0
2022-01,2022-01-17,2022,1,1,January,24,Maven Toys Aguascalientes 1,Aguascalientes,Downtown,34,Toy Robot,Electronics,6,6,155.94,125.94,30.0
2022-01,2022-01-03,2022,1,1,January,24,Maven Toys Aguascalientes 1,Aguascalientes,Downtown,35,Uno Card Game,Games,9,9,71.91,35.91,36.0
2022-01,2022-01-06,2022,1,1,January,25,Maven Toys Ciudad Victoria 1,Ciudad Victoria,Downtown,1,Action Figure,Toys,59,91,1455.09,909.09,546.0
2022-01,2022-01-04,2022,1,1,January,25,Maven Toys Ciudad Victoria 1,Ciudad Victoria,Downtown,2,Animal Figures,Toys,14,14,181.86,139.86,42.0
2022-01,2022-01-02,2022,1,1,January,25,Maven Toys Ciudad Victoria 1,Ciudad Victoria,Downtown,6,Colorbuds,Electronics,142,272,4077.28,1901.28,2176.0
2022-01,2022-01-16,2022,1,1,January,25,Maven Toys Ciudad Victoria 1,Ciudad Victoria,Downtown,7,Dart Gun,Sports & Outdoors,17,17,271.83,203.83,68.0
2022-01,2022-01-06,2022,1,1,January,25,Maven Toys Ciudad Victoria 1,Ciudad Victoria,Downtown,8,Deck Of Cards,Games,80,98,685.02,391.02,294.0
2022-01,2022-01-01,2022,1,1,January,25,Maven Toys Ciudad Victoria 1,Ciudad Victoria,Downtown,9,Dino Egg,Toys,58,69,758.31,689.31,69.0
2022-01,2022-01-04,2022,1,1,January,25,Maven Toys Ciudad Victoria 1,Ciudad Victoria,Downtown,14,Glass Marbles,Games,24,24,263.76,143.76,120.0
2022-01,2022-01-03,2022,1,1,January,25,Maven Toys Ciudad Victoria 1,Ciudad Victoria,Downtown,17,Kids Makeup Kit,Art & Crafts,69,69,1379.31,965.31,414.0
2022-01,2022-01-01,2022,1,1,January,25,Maven Toys Ciudad Victoria 1,Ciudad Victoria,Downtown,18,Lego Bricks,Toys,48,48,1919.52,1679.52,240.0
2022-01,2022-01-07,2022,1,1,January,25,Maven Toys Ciudad Victoria 1,Ciudad Victoria,Downtown,24,Nerf Gun,Sports & Outdoors,9,9,179.91,134.91,45.0
2022-01,2022-01-23,2022,1,1,January,25,Maven Toys Ciudad Victoria 1,Ciudad Victoria,Downtown,25,PlayDoh Can,Art & Crafts,5,5,14.95,9.95,5.0
2022-01,2022-01-20,2022,1,1,January,25,Maven Toys Ciudad Victoria 1,Ciudad Victoria,Downtown,27,PlayDoh Toolkit,Art & Crafts,16,25,124.75,99.75,25.0
2022-01,2022-01-10,2022,1,1,January,25,Maven Toys Ciudad Victoria 1,Ciudad Victoria,Downtown,30,Rubik's Cube,Games,18,18,359.82,323.82,36.0
2022-01,2022-01-31,2022,1,1,January,25,Maven Toys Ciudad Victoria 1,Ciudad Victoria,Downtown,31,Splash Balls,Sports & Outdoors,6,6,53.94,47.94,6.0
2022-01,2022-01-15,2022,1,1,January,25,Maven Toys Ciudad Victoria 1,Ciudad Victoria,Downtown,33,Teddy Bear,Toys,9,9,116.91,98.91,18.0
2022-01,2022-01-22,2022,1,1,January,25,Maven Toys Ciudad Victoria 1,Ciudad Victoria,Downtown,34,Toy Robot,Electronics,8,8,207.92,167.92,40.0
2022-01,2022-01-05,2022,1,1,January,26,Maven Toys Campeche 2,Campeche,Commercial,1,Action Figure,Toys,20,20,319.8,199.8,120.0
2022-01,2022-01-07,2022,1,1,January,26,Maven Toys Campeche 2,Campeche,Commercial,2,Animal Figures,Toys,44,61,792.39,609.39,183.0
2022-01,2022-01-04,2022,1,1,January,26,Maven Toys Campeche 2,Campeche,Commercial,6,Colorbuds,Electronics,122,170,2548.3,1188.3,1360.0
2022-01,2022-01-02,2022,1,1,January,26,Maven Toys Campeche 2,Campeche,Commercial,7,Dart Gun,Sports & Outdoors,8,8,127.92,95.92,32.0
2022-01,2022-01-04,2022,1,1,January,26,Maven Toys Campeche 2,Campeche,Commercial,8,Deck Of Cards,Games,87,103,719.97,410.97,309.0
2022-01,2022-01-07,2022,1,1,January,26,Maven Toys Campeche 2,Campeche,Commercial,9,Dino Egg,Toys,37,37,406.63,369.63,37.0
2022-01,2022-01-19,2022,1,1,January,26,Maven Toys Campeche 2,Campeche,Commercial,14,Glass Marbles,Games,44,44,483.56,263.56,220.0
2022-01,2022-01-17,2022,1,1,January,26,Maven Toys Campeche 2,Campeche,Commercial,17,Kids Makeup Kit,Art & Crafts,9,9,179.91,125.91,54.0
2022-01,2022-01-05,2022,1,1,January,26,Maven Toys Campeche 2,Campeche,Commercial,24,Nerf Gun,Sports & Outdoors,14,14,279.86,209.86,70.0
2022-01,2022-01-21,2022,1,1,January,26,Maven Toys Campeche 2,Campeche,Commercial,25,PlayDoh Can,Art & Crafts,5,5,14.95,9.95,5.0
2022-01,2022-01-05,2022,1,1,January,26,Maven Toys Campeche 2,Campeche,Commercial,27,PlayDoh Toolkit,Art & Crafts,51,51,254.49,203.49,51.0
2022-01,2022-01-08,2022,1,1,January,26,Maven Toys Campeche 2,Campeche,Commercial,30,Rubik's Cube,Games,9,23,459.77,413.77,46.0
2022-01,2022-01-12,2022,1,1,January,26,Maven Toys Campeche 2,Campeche,Commercial,31,Splash Balls,Sports & Outdoors,20,20,179.8,159.8,20.0
2022-01,2022-01-08,2022,1,1,January,26,Maven Toys Campeche 2,Campeche,Commercial,33,Teddy Bear,Toys,24,24,311.76,263.76,48.0
2022-01,2022-01-02,2022,1,1,January,26,Maven Toys Campeche 2,Campeche,Commercial,34,Toy Robot,Electronics,43,45,1169.55,944.55,225.0
2022-01,2022-01-03,2022,1,1,January,27,Maven Toys Oaxaca 1,Oaxaca,Downtown,1,Action Figure,Toys,100,122,1950.78,1218.78,732.0
2022-01,2022-01-14,2022,1,1,January,27,Maven Toys Oaxaca 1,Oaxaca,Downtown,2,Animal Figures,Toys,48,48,623.52,479.52,144.0
2022-01,2022-01-09,2022,1,1,January,27,Maven Toys Oaxaca 1,Oaxaca,Downtown,6,Colorbuds,Electronics,5,5,74.95,34.95,40.0
2022-01,2022-01-06,2022,1,1,January,27,Maven Toys Oaxaca 1,Oaxaca,Downtown,7,Dart Gun,Sports & Outdoors,31,88,1407.12,1055.12,352.0
2022-01,2022-01-01,2022,1,1,January,27,Maven Toys Oaxaca 1,Oaxaca,Downtown,8,Deck Of Cards,Games,13,13,90.87,51.87,39.0
2022-01,2022-01-06,2022,1,1,January,27,Maven Toys Oaxaca 1,Oaxaca,Downtown,9,Dino Egg,Toys,61,61,670.39,609.39,61.0
2022-01,2022-01-22,2022,1,1,January,27,Maven Toys Oaxaca 1,Oaxaca,Downtown,14,Glass Marbles,Games,9,9,98.91,53.91,45.0
2022-01,2022-01-06,2022,1,1,January,27,Maven Toys Oaxaca 1,Oaxaca,Downtown,18,Lego Bricks,Toys,27,27,1079.73,944.73,135.0
2022-01,2022-01-05,2022,1,1,January,27,Maven Toys Oaxaca 1,Oaxaca,Downtown,25,PlayDoh Can,Art & Crafts,28,28,83.72,55.72,28.0
2022-01,2022-01-03,2022,1,1,January,27,Maven Toys Oaxaca 1,Oaxaca,Downtown,30,Rubik's Cube,Games,44,44,879.56,791.56,88.0
2022-01,2022-01-05,2022,1,1,January,27,Maven Toys Oaxaca 1,Oaxaca,Downtown,31,Splash Balls,Sports & Outdoors,19,19,170.81,151.81,19.0
2022-01,2022-01-07,2022,1,1,January,27,Maven Toys Oaxaca 1,Oaxaca,Downtown,34,Toy Robot,Electronics,37,37,961.63,776.63,185.0
2022-01,2022-01-01,2022,1,1,January,28,Maven Toys Puebla 2,Puebla,Downtown,1,Action Figure,Toys,91,144,2302.56,1438.56,864.0
2022-01,2022-01-07,2022,1,1,January,28,Maven Toys Puebla 2,Puebla,Downtown,2,Animal Figures,Toys,11,11,142.89,109.89,33.0
2022-01,2022-01-02,2022,1,1,January,28,Maven Toys Puebla 2,Puebla,Downtown,6,Colorbuds,Electronics,122,168,2518.32,1174.32,1344.0
2022-01,2022-01-04,2022,1,1,January,28,Maven Toys Puebla 2,Puebla,Downtown,7,Dart Gun,Sports & Outdoors,11,14,223.86,167.86,56.0
2022-01,2022-01-08,2022,1,1,January,28,Maven Toys Puebla 2,Puebla,Downtown,8,Deck Of Cards,Games,69,108,754.92,430.92,324.0
2022-01,2022-01-06,2022,1,1,January,28,Maven Toys Puebla 2,Puebla,Downtown,9,Dino Egg,Toys,89,136,1494.64,1358.64,136.0
2022-01,2022-01-24,2022,1,1,January,28,Maven Toys Puebla 2,Puebla,Downtown,10,Dinosaur Figures,Toys,8,8,119.92,87.92,32.0
2022-01,2022-01-02,2022,1,1,January,28,Maven Toys Puebla 2,Puebla,Downtown,14,Glass Marbles,Games,49,73,802.27,437.27,365.0
2022-01,2022-01-19,2022,1,1,January,28,Maven Toys Puebla 2,Puebla,Downtown,17,Kids Makeup Kit,Art & Crafts,20,20,399.8,279.8,120.0
2022-01,2022-01-07,2022,1,1,January,28,Maven Toys Puebla 2,Puebla,Downtown,18,Lego Bricks,Toys,63,76,3039.24,2659.24,380.0
2022-01,2022-01-04,2022,1,1,January,28,Maven Toys Puebla 2,Puebla,Downtown,25,PlayDoh Can,Art & Crafts,43,43,128.57,85.57,43.0
2022-01,2022-01-02,2022,1,1,January,28,Maven Toys Puebla 2,Puebla,Downtown,27,PlayDoh Toolkit,Art & Crafts,43,43,214.57,171.57,43.0
2022-01,2022-01-01,2022,1,1,January,28,Maven Toys Puebla 2,Puebla,Downtown,30,Rubik's Cube,Games,36,36,719.64,647.64,72.0
2022-01,2022-01-22,2022,1,1,January,28,Maven Toys Puebla 2,Puebla,Downtown,31,Splash Balls,Sports & Outdoors,1,1,8.99,7.99,1.0
2022-01,2022-01-10,2022,1,1,January,28,Maven Toys Puebla 2,Puebla,Downtown,33,Teddy Bear,Toys,22,22,285.78,241.78,44.0
2022-01,2022-01-02,2022,1,1,January,28,Maven Toys Puebla 2,Puebla,Downtown,34,Toy Robot,Electronics,4,4,103.96,83.96,20.0
2022-01,2022-01-08,2022,1,1,January,29,Maven Toys Xalapa 1,Xalapa,Commercial,1,Action Figure,Toys,88,127,2030.73,1268.73,762.0
2022-01,2022-01-01,2022,1,1,January,29,Maven Toys Xalapa 1,Xalapa,Commercial,2,Animal Figures,Toys,58,87,1130.13,869.13,261.0
2022-01,2022-01-09,2022,1,1,January,29,Maven Toys Xalapa 1,Xalapa,Commercial,3,Barrel O' Slime,Art & Crafts,5,5,19.95,9.95,10.0
2022-01,2022-01-05,2022,1,1,January,29,Maven Toys Xalapa 1,Xalapa,Commercial,6,Colorbuds,Electronics,109,147,2203.53,1027.53,1176.0
2022-01,2022-01-02,2022,1,1,January,29,Maven Toys Xalapa 1,Xalapa,Commercial,7,Dart Gun,Sports & Outdoors,62,62,991.38,743.38,248.0
2022-01,2022-01-08,2022,1,1,January,29,Maven Toys Xalapa 1,Xalapa,Commercial,8,Deck Of Cards,Games,26,26,181.74,103.74,78.0
2022-01,2022-01-08,2022,1,1,January,29,Maven Toys Xalapa 1,Xalapa,Commercial,9,Dino Egg,Toys,29,29,318.71,289.71,29.0
2022-01,2022-01-06,2022,1,1,January,29,Maven Toys Xalapa 1,Xalapa,Commercial,10,Dinosaur Figures,Toys,24,24,359.76,263.76,96.0
2022-01,2022-01-07,2022,1,1,January,29,Maven Toys Xalapa 1,Xalapa,Commercial,14,Glass Marbles,Games,64,89,978.11,533.11,445.0
2022-01,2022-01-12,2022,1,1,January,29,Maven Toys Xalapa 1,Xalapa,Commercial,24,Nerf Gun,Sports & Outdoors,19,35,699.65,524.65,175.0
2022-01,2022-01-24,2022,1,1,January,29,Maven Toys Xalapa 1,Xalapa,Commercial,31,Splash Balls,Sports & Outdoors,14,14,125.86,111.86,14.0
2022-01,2022-01-07,2022,1,1,January,29,Maven Toys Xalapa 1,Xalapa,Commercial,34,Toy Robot,Electronics,13,13,337.87,272.87,65.0
2022-01,2022-01-01,2022,1,1,January,30,Maven Toys Guadalajara 3,Guadalajara,Airport,1,Action Figure,Toys,53,63,1007.37,629.37,378.0
2022-01,2022-01-01,2022,1,1,January,30,Maven Toys Guadalajara 3,Guadalajara,Airport,2,Animal Figures,Toys,50,70,909.3,699.3,210.0
2022-01,2022-01-01,2022,1,1,January,30,Maven Toys Guadalajara 3,Guadalajara,Airport,6,Colorbuds,Electronics,165,289,4332.11,2020.11,2312.0
2022-01,2022-01-05,2022,1,1,January,30,Maven Toys Guadalajara 3,Guadalajara,Airport,7,Dart Gun,Sports & Outdoors,43,43,687.57,515.57,172.0
2022-01,2022-01-21,2022,1,1,January,30,Maven Toys Guadalajara 3,Guadalajara,Airport,8,Deck Of Cards,Games,43,43,300.57,171.57,129.0
2022-01,2022-01-01,2022,1,1,January,30,Maven Toys Guadalajara 3,Guadalajara,Airport,9,Dino Egg,Toys,34,34,373.66,339.66,34.0
2022-01,2022-01-03,2022,1,1,January,30,Maven Toys Guadalajara 3,Guadalajara,Airport,10,Dinosaur Figures,Toys,9,18,269.82,197.82,72.0
2022-01,2022-01-19,2022,1,1,January,30,Maven Toys Guadalajara 3,Guadalajara,Airport,14,Glass Marbles,Games,65,79,868.21,473.21,395.0
2022-01,2022-01-05,2022,1,1,January,30,Maven Toys Guadalajara 3,Guadalajara,Airport,17,Kids Makeup Kit,Art & Crafts,28,28,559.72,391.72,168.0
2022-01,2022-01-03,2022,1,1,January,30,Maven Toys Guadalajara 3,Guadalajara,Airport,18,Lego Bricks,Toys,42,42,1679.58,1469.58,210.0
2022-01,2022-01-01,2022,1,1,January,30,Maven Toys Guadalajara 3,Guadalajara,Airport,24,Nerf Gun,Sports & Outdoors,40,50,999.5,749.5,250.0
2022-01,2022-01-02,2022,1,1,January,30,Maven Toys Guadalajara 3,Guadalajara,Airport,25,PlayDoh Can,Art & Crafts,47,64,191.36,127.36,64.0
2022-01,2022-01-03,2022,1,1,January,30,Maven Toys Guadalajara 3,Guadalajara,Airport,27,PlayDoh Toolkit,Art & Crafts,53,53,264.47,211.47,53.0
2022-01,2022-01-06,2022,1,1,January,30,Maven Toys Guadalajara 3,Guadalajara,Airport,30,Rubik's Cube,Games,68,68,1359.32,1223.32,136.0
2022-01,2022-01-04,2022,1,1,January,30,Maven Toys Guadalajara 3,Guadalajara,Airport,31,Splash Balls,Sports & Outdoors,26,26,233.74,207.74,26.0
2022-01,2022-01-07,2022,1,1,January,30,Maven Toys Guadalajara 3,Guadalajara,Airport,33,Teddy Bear,Toys,22,22,285.78,241.78,44.0
2022-01,2022-01-02,2022,1,1,January,30,Maven Toys Guadalajara 3,Guadalajara,Airport,34,Toy Robot,Electronics,5,5,129.95,104.95,25.0
2022-01,2022-01-01,2022,1,1,January,31,Maven Toys Ciudad de Mexico 2,Cuidad de Mexico,Airport,1,Action Figure,Toys,57,57,911.43,569.43,342.0
2022-01,2022-01-04,2022,1,1,January,31,Maven Toys Ciudad de Mexico 2,Cuidad de Mexico,Airport,2,Animal Figures,Toys,13,21,272.79,209.79,63.0
2022-01,2022-01-02,2022,1,1,January,31,Maven Toys Ciudad de Mexico 2,Cuidad de Mexico,Airport,6,Colorbuds,Electronics,173,402,6025.98,2809.98,3216.0
2022-01,2022-01-02,2022,1,1,January,31,Maven Toys Ciudad de Mexico 2,Cuidad de Mexico,Airport,7,Dart Gun,Sports & Outdoors,25,25,399.75,299.75,100.0
2022-01,2022-01-01,2022,1,1,January,31,Maven Toys Ciudad de Mexico 2,Cuidad de Mexico,Airport,8,Deck Of Cards,Games,132,189,1321.11,754.11,567.0
2022-01,2022-01-02,2022,1,1,January,31,Maven Toys Ciudad de Mexico 2,Cuidad de Mexico,Airport,9,Dino Egg,Toys,78,84,923.16,839.16,84.0
2022-01,2022-01-06,2022,1,1,January,31,Maven Toys Ciudad de Mexico 2,Cuidad de Mexico,Airport,14,Glass Marbles,Games,113,285,3132.15,1707.15,1425.0
2022-01,2022-01-31,2022,1,1,January,31,Maven Toys Ciudad de Mexico 2,Cuidad de Mexico,Airport,17,Kids Makeup Kit,Art & Crafts,4,4,79.96,55.96,24.0
2022-01,2022-01-01,2022,1,1,January,31,Maven Toys Ciudad de Mexico 2,Cuidad de Mexico,Airport,18,Lego Bricks,Toys,53,80,3199.2,2799.2,400.0
2022-01,2022-01-03,2022,1,1,January,31,Maven Toys Ciudad de Mexico 2,Cuidad de Mexico,Airport,24,Nerf Gun,Sports & Outdoors,59,59,1179.41,884.41,295.0
2022-01,2022-01-08,2022,1,1,January,31,Maven Toys Ciudad de Mexico 2,Cuidad de Mexico,Airport,25,PlayDoh Can,Art & Crafts,47,47,140.53,93.53,47.0
2022-01,2022-01-09,2022,1,1,January,31,Maven Toys Ciudad de Mexico 2,Cuidad de Mexico,Airport,27,PlayDoh Toolkit,Art & Crafts,34,40,199.6,159.6,40.0
2022-01,2022-01-12,2022,1,1,January,31,Maven Toys Ciudad de Mexico 2,Cuidad de Mexico,Airport,30,Rubik's Cube,Games,18,18,359.82,323.82,36.0
2022-01,2022-01-03,2022,1,1,January,31,Maven Toys Ciudad de Mexico 2,Cuidad de Mexico,Airport,31,Splash Balls,Sports & Outdoors,44,44,395.56,351.56,44.0
2022-01,2022-01-04,2022,1,1,January,32,Maven Toys Hermosillo 1,Hermosillo,Residential,1,Action Figure,Toys,49,57,911.43,569.43,342.0
2022-01,2022-01-11,2022,1,1,January,32,Maven Toys Hermosillo 1,Hermosillo,Residential,2,Animal Figures,Toys,19,19,246.81,189.81,57.0
2022-01,2022-01-02,2022,1,1,January,32,Maven Toys Hermosillo 1,Hermosillo,Residential,6,Colorbuds,Electronics,103,202,3027.98,1411.98,1616.0
2022-01,2022-01-03,2022,1,1,January,32,Maven Toys Hermosillo 1,Hermosillo,Residential,7,Dart Gun,Sports & Outdoors,15,15,239.85,179.85,60.0
2022-01,2022-01-01,2022,1,1,January,32,Maven Toys Hermosillo 1,Hermosillo,Residential,8,Deck Of Cards,Games,58,87,608.13,347.13,261.0
2022-01,2022-01-01,2022,1,1,January,32,Maven Toys Hermosillo 1,Hermosillo,Residential,9,Dino Egg,Toys,97,135,1483.65,1348.65,135.0
2022-01,2022-01-21,2022,1,1,January,32,Maven Toys Hermosillo 1,Hermosillo,Residential,10,Dinosaur Figures,Toys,14,38,569.62,417.62,152.0
2022-01,2022-01-13,2022,1,1,January,32,Maven Toys Hermosillo 1,Hermosillo,Residential,17,Kids Makeup Kit,Art & Crafts,14,14,279.86,195.86,84.0
2022-01,2022-01-09,2022,1,1,January,32,Maven Toys Hermosillo 1,Hermosillo,Residential,24,Nerf Gun,Sports & Outdoors,8,8,159.92,119.92,40.0
2022-01,2022-01-08,2022,1,1,January,32,Maven Toys Hermosillo 1,Hermosillo,Residential,27,PlayDoh Toolkit,Art & Crafts,51,76,379.24,303.24,76.0
2022-01,2022-01-06,2022,1,1,January,32,Maven Toys Hermosillo 1,Hermosillo,Residential,30,Rubik's Cube,Games,35,42,839.58,755.58,84.0
2022-01,2022-01-11,2022,1,1,January,32,Maven Toys Hermosillo 1,Hermosillo,Residential,31,Splash Balls,Sports & Outdoors,35,35,314.65,279.65,35.0
2022-01,2022-01-15,2022,1,1,January,32,Maven Toys Hermosillo 1,Hermosillo,Residential,33,Teddy Bear,Toys,16,16,207.84,175.84,32.0
2022-01,2022-01-25,2022,1,1,January,32,Maven Toys Hermosillo 1,Hermosillo,Residential,34,Toy Robot,Electronics,15,15,389.85,314.85,75.0
2022-01,2022-01-18,2022,1,1,January,33,Maven Toys Monterrey 3,Monterrey,Airport,1,Action Figure,Toys,3,3,47.97,29.97,18.0
2022-01,2022-01-05,2022,1,1,January,33,Maven Toys Monterrey 3,Monterrey,Airport,2,Animal Figures,Toys,25,25,324.75,249.75,75.0
2022-01,2022-01-28,2022,1,1,January,33,Maven Toys Monterrey 3,Monterrey,Airport,4,Chutes & Ladders,Games,4,4,51.96,39.96,12.0
2022-01,2022-01-02,2022,1,1,January,33,Maven Toys Monterrey 3,Monterrey,Airport,6,Colorbuds,Electronics,141,286,4287.14,1999.14,2288.0
2022-01,2022-01-02,2022,1,1,January,33,Maven Toys Monterrey 3,Monterrey,Airport,7,Dart Gun,Sports & Outdoors,25,61,975.39,731.39,244.0
2022-01,2022-01-06,2022,1,1,January,33,Maven Toys Monterrey 3,Monterrey,Airport,8,Deck Of Cards,Games,50,50,349.5,199.5,150.0
2022-01,2022-01-31,2022,1,1,January,33,Maven Toys Monterrey 3,Monterrey,Airport,10,Dinosaur Figures,Toys,11,11,164.89,120.89,44.0
2022-01,2022-01-26,2022,1,1,January,33,Maven Toys Monterrey 3,Monterrey,Airport,14,Glass Marbles,Games,42,42,461.58,251.58,210.0
2022-01,2022-01-06,2022,1,1,January,33,Maven Toys Monterrey 3,Monterrey,Airport,18,Lego Bricks,Toys,5,5,199.95,174.95,25.0
2022-01,2022-01-29,2022,1,1,January,33,Maven Toys Monterrey 3,Monterrey,Airport,20,Mini Basketball Hoop,Sports & Outdoors,5,5,124.95,44.95,80.0
2022-01,2022-01-25,2022,1,1,January,33,Maven Toys Monterrey 3,Monterrey,Airport,21,Mini Ping Pong Set,Sports & Outdoors,7,7,69.93,48.93,21.0
2022-01,2022-01-15,2022,1,1,January,33,Maven Toys Monterrey 3,Monterrey,Airport,24,Nerf Gun,Sports & Outdoors,29,29,579.71,434.71,145.0
2022-01,2022-01-14,2022,1,1,January,33,Maven Toys Monterrey 3,Monterrey,Airport,25,PlayDoh Can,Art & Crafts,2,2,5.98,3.98,2.0
2022-01,2022-01-01,2022,1,1,January,33,Maven Toys Monterrey 3,Monterrey,Airport,27,PlayDoh Toolkit,Art & Crafts,62,62,309.38,247.38,62.0
2022-01,2022-01-06,2022,1,1,January,33,Maven Toys Monterrey 3,Monterrey,Airport,30,Rubik's Cube,Games,10,10,199.9,179.9,20.0
2022-01,2022-01-10,2022,1,1,January,33,Maven Toys Monterrey 3,Monterrey,Airport,31,Splash Balls,Sports & Outdoors,14,14,125.86,111.86,14.0
2022-01,2022-01-01,2022,1,1,January,33,Maven Toys Monterrey 3,Monterrey,Airport,33,Teddy Bear,Toys,17,17,220.83,186.83,34.0
2022-01,2022-01-06,2022,1,1,January,33,Maven Toys Monterrey 3,Monterrey,Airport,34,Toy Robot,Electronics,16,16,415.84,335.84,80.0
2022-01,2022-01-03,2022,1,1,January,33,Maven Toys Monterrey 3,Monterrey,Airport,35,Uno Card Game,Games,5,5,39.95,19.95,20.0
2022-01,2022-01-04,2022,1,1,January,34,Maven Toys Villahermosa 1,Villahermosa,Downtown,1,Action Figure,Toys,39,39,623.61,389.61,234.0
2022-01,2022-01-16,2022,1,1,January,34,Maven Toys Villahermosa 1,Villahermosa,Downtown,2,Animal Figures,Toys,13,13,168.87,129.87,39.0
2022-01,2022-01-03,2022,1,1,January,34,Maven Toys Villahermosa 1,Villahermosa,Downtown,4,Chutes & Ladders,Games,8,8,103.92,79.92,24.0
2022-01,2022-01-06,2022,1,1,January,34,Maven Toys Villahermosa 1,Villahermosa,Downtown,6,Colorbuds,Electronics,101,141,2113.59,985.59,1128.0
2022-01,2022-01-08,2022,1,1,January,34,Maven Toys Villahermosa 1,Villahermosa,Downtown,7,Dart Gun,Sports & Outdoors,31,79,1263.21,947.21,316.0
2022-01,2022-01-01,2022,1,1,January,34,Maven Toys Villahermosa 1,Villahermosa,Downtown,8,Deck Of Cards,Games,62,73,510.27,291.27,219.0
2022-01,2022-01-14,2022,1,1,January,34,Maven Toys Villahermosa 1,Villahermosa,Downtown,9,Dino Egg,Toys,12,12,131.88,119.88,12.0
2022-01,2022-01-06,2022,1,1,January,34,Maven Toys Villahermosa 1,Villahermosa,Downtown,14,Glass Marbles,Games,21,21,230.79,125.79,105.0
2022-01,2022-01-04,2022,1,1,January,34,Maven Toys Villahermosa 1,Villahermosa,Downtown,17,Kids Makeup Kit,Art & Crafts,43,68,1359.32,951.32,408.0
2022-01,2022-01-01,2022,1,1,January,34,Maven Toys Villahermosa 1,Villahermosa,Downtown,18,Lego Bricks,Toys,35,62,2479.38,2169.38,310.0
2022-01,2022-01-20,2022,1,1,January,34,Maven Toys Villahermosa 1,Villahermosa,Downtown,20,Mini Basketball Hoop,Sports & Outdoors,13,13,324.87,116.87,208.0
2022-01,2022-01-29,2022,1,1,January,34,Maven Toys Villahermosa 1,Villahermosa,Downtown,21,Mini Ping Pong Set,Sports & Outdoors,5,5,49.95,34.95,15.0
